Date_Key,Scenario_ID,GL_Account_ID,CF_Category,Amount_EUR
20200531,ACT,CF008,Operating,44939.39
20200531,ACT,CF009,Operating,52781.0
20200531,ACT,CF010,Investing,-1752720.5
20200531,ACT,CF011,Investing,0
20200531,ACT,CF012,Investing,30972.29
20200531,ACT,CF013,Investing,-404533.1
20200531,ACT,CF014,Financing,0
20200531,ACT,CF015,Financing,0
20200531,ACT,CF016,Financing,0
20200531,ACT,CF017,Financing,0
20200531,ACT,CF018,Financing,-192504.23
20200531,BUD,CF001,Operating,4328054.21
20200531,BUD,CF002,Operating,1965621.66
20200531,BUD,CF003,Operating,175552.14
20200531,BUD,CF004,Operating,-2547844.28
20200531,BUD,CF005,Operating,-1706790.17
20200531,BUD,CF006,Operating,653123.43
20200531,BUD,CF007,Operating,-12092.61
20200531,BUD,CF008,Operating,22469.7
20200531,BUD,CF009,Operating,0
20200531,BUD,CF010,Investing,-1665084.47
20200531,BUD,CF011,Investing,0
20200531,BUD,CF012,Investing,15486.15
20200531,BUD,CF013,Investing,0
20200531,BUD,CF014,Financing,0
20200531,BUD,CF015,Financing,0
20200531,BUD,CF016,Financing,0.0
20200531,BUD,CF017,Financing,0
20200531,BUD,CF018,Financing,0
20200630,ACT,CF001,Operating,4584176.82
20200630,ACT,CF002,Operating,1979886.43
20200630,ACT,CF003,Operating,179413.87
20200630,ACT,CF004,Operating,175005.63
20200630,ACT,CF005,Operating,-1542034.74
20200630,ACT,CF006,Operating,1100100.2
20200630,ACT,CF007,Operating,-17550.48
20200630,ACT,CF008,Operating,20955.17
20200630,ACT,CF009,Operating,62108.74
20200630,ACT,CF010,Investing,-1772141.54
20200630,ACT,CF011,Investing,0
20200630,ACT,CF012,Investing,30098.3
20200630,ACT,CF013,Investing,-455409.28
20200630,ACT,CF014,Financing,0
20200630,ACT,CF015,Financing,-4000000.0
20200630,ACT,CF016,Financing,-4813385.66
20200630,ACT,CF017,Financing,0
20200630,ACT,CF018,Financing,-140139.2
20200630,BUD,CF001,Operating,4623287.41
20200630,BUD,CF002,Operating,1968166.01
20200630,BUD,CF003,Operating,182807.43
20200630,BUD,CF004,Operating,122503.94
20200630,BUD,CF005,Operating,-1079424.32
20200630,BUD,CF006,Operating,770070.14
20200630,BUD,CF007,Operating,-8775.24
20200630,BUD,CF008,Operating,10477.58
20200630,BUD,CF009,Operating,0
20200630,BUD,CF010,Investing,-1683534.47
20200630,BUD,CF011,Investing,0
20200630,BUD,CF012,Investing,15049.15
20200630,BUD,CF013,Investing,0
20200630,BUD,CF014,Financing,0
20200630,BUD,CF015,Financing,-4000000.0
20200630,BUD,CF016,Financing,-4572716.38
20200630,BUD,CF017,Financing,0
20200630,BUD,CF018,Financing,0
20200731,ACT,CF001,Operating,3304809.86
20200731,ACT,CF002,Operating,1971539.83
20200731,ACT,CF003,Operating,145482.1
20200731,ACT,CF004,Operating,10549912.14
20200731,ACT,CF005,Operating,8310236.12
20200731,ACT,CF006,Operating,-5056277.98
20200731,ACT,CF007,Operating,111746.76
20200731,ACT,CF008,Operating,-166049.0
20200731,ACT,CF009,Operating,54177.5
20200731,ACT,CF010,Investing,-1428623.32
20200731,ACT,CF011,Investing,0
20200731,ACT,CF012,Investing,31531.69
20200731,ACT,CF013,Investing,-413604.45
20200731,ACT,CF014,Financing,0
20200731,ACT,CF015,Financing,0
20200731,ACT,CF016,Financing,0
20200731,ACT,CF017,Financing,0
20200731,ACT,CF018,Financing,-182368.21
20200731,BUD,CF001,Operating,3457594.28
20200731,BUD,CF002,Operating,1988161.8
20200731,BUD,CF003,Operating,147916.76
20200731,BUD,CF004,Operating,7384938.49
20200731,BUD,CF005,Operating,5817165.28
20200731,BUD,CF006,Operating,-3539394.59
20200731,BUD,CF007,Operating,55873.38
20200731,BUD,CF008,Operating,-83024.5
20200731,BUD,CF009,Operating,0
20200731,BUD,CF010,Investing,-1357192.16
20200731,BUD,CF011,Investing,0
20200731,BUD,CF012,Investing,15765.85
20200731,BUD,CF013,Investing,0
20200731,BUD,CF014,Financing,0
20200731,BUD,CF015,Financing,0
20200731,BUD,CF016,Financing,0.0
20200731,BUD,CF017,Financing,0
20200731,BUD,CF018,Financing,0
20200831,ACT,CF001,Operating,3213405.59
20200831,ACT,CF002,Operating,1950595.04
20200831,ACT,CF003,Operating,139772.81
20200831,ACT,CF004,Operating,3022158.02
20200831,ACT,CF005,Operating,2518360.31
20200831,ACT,CF006,Operating,-1303395.58
20200831,ACT,CF007,Operating,11374.43
20200831,ACT,CF008,Operating,-34515.96
20200831,ACT,CF009,Operating,76556.52
20200831,ACT,CF010,Investing,-1351127.02
20200831,ACT,CF011,Investing,0
20200831,ACT,CF012,Investing,28177.55
20200831,ACT,CF013,Investing,-313941.01
20200831,ACT,CF014,Financing,0
20200831,ACT,CF015,Financing,0
20200831,ACT,CF016,Financing,0
20200831,ACT,CF017,Financing,0
20200831,ACT,CF018,Financing,-118516.24
20200831,BUD,CF001,Operating,3248789.51
20200831,BUD,CF002,Operating,1966894.57
20200831,BUD,CF003,Operating,140521.42
20200831,BUD,CF004,Operating,2115510.61
20200831,BUD,CF005,Operating,1762852.22
20200831,BUD,CF006,Operating,-912376.9
20200831,BUD,CF007,Operating,5687.21
20200831,BUD,CF008,Operating,-17257.98
20200831,BUD,CF009,Operating,0
20200831,BUD,CF010,Investing,-1283570.67
20200831,BUD,CF011,Investing,0
20200831,BUD,CF012,Investing,14088.78
20200831,BUD,CF013,Investing,0
20200831,BUD,CF014,Financing,0
20200831,BUD,CF015,Financing,0
20200831,BUD,CF016,Financing,0.0
20200831,BUD,CF017,Financing,0
20200831,BUD,CF018,Financing,0
20200930,ACT,CF001,Operating,4845560.24
20200930,ACT,CF002,Operating,1959484.5
20200930,ACT,CF003,Operating,179935.1
20200930,ACT,CF004,Operating,-15295109.37
20200930,ACT,CF005,Operating,-9286148.26
20200930,ACT,CF006,Operating,5263374.83
20200930,ACT,CF007,Operating,-118921.57
20200930,ACT,CF008,Operating,208352.38
20200930,ACT,CF009,Operating,129007.52
20200930,ACT,CF010,Investing,-1709498.45
20200930,ACT,CF011,Investing,0
20200930,ACT,CF012,Investing,26228.46
20200930,ACT,CF013,Investing,-273119.24
20200930,ACT,CF014,Financing,0
20200930,ACT,CF015,Financing,-4000000.0
20200930,ACT,CF016,Financing,-5087838.25
20200930,ACT,CF017,Financing,0
20200930,ACT,CF018,Financing,-115495.68
20200930,BUD,CF001,Operating,4840238.07
20200930,BUD,CF002,Operating,1963024.8
20200930,BUD,CF003,Operating,177363.79
20200930,BUD,CF004,Operating,-10706576.56
20200930,BUD,CF005,Operating,-6500303.78
20200930,BUD,CF006,Operating,3684362.38
20200930,BUD,CF007,Operating,-59460.79
20200930,BUD,CF008,Operating,104176.19
20200930,BUD,CF009,Operating,0
20200930,BUD,CF010,Investing,-1624023.53
20200930,BUD,CF011,Investing,0
20200930,BUD,CF012,Investing,13114.23
20200930,BUD,CF013,Investing,0
20200930,BUD,CF014,Financing,0
20200930,BUD,CF015,Financing,-4000000.0
20200930,BUD,CF016,Financing,-4833446.34
20200930,BUD,CF017,Financing,0
20200930,BUD,CF018,Financing,0
20201031,ACT,CF001,Operating,4673096.62
20201031,ACT,CF002,Operating,1977357.49
20201031,ACT,CF003,Operating,185261.48
20201031,ACT,CF004,Operating,242823.69
20201031,ACT,CF005,Operating,-3281271.18
20201031,ACT,CF006,Operating,1285061.03
20201031,ACT,CF007,Operating,-6794.95
20201031,ACT,CF008,Operating,33141.55
20201031,ACT,CF009,Operating,106776.58
20201031,ACT,CF010,Investing,-1744966.99
20201031,ACT,CF011,Investing,0
20201031,ACT,CF012,Investing,31722.67
20201031,ACT,CF013,Investing,-583523.98
20201031,ACT,CF014,Financing,0
20201031,ACT,CF015,Financing,0
20201031,ACT,CF016,Financing,0
20201031,ACT,CF017,Financing,0
20201031,ACT,CF018,Financing,-287057.35
20201031,BUD,CF001,Operating,4880318.17
20201031,BUD,CF002,Operating,1979611.36
20201031,BUD,CF003,Operating,181745.79
20201031,BUD,CF004,Operating,169976.59
20201031,BUD,CF005,Operating,-2296889.82
20201031,BUD,CF006,Operating,899542.72
20201031,BUD,CF007,Operating,-3397.48
20201031,BUD,CF008,Operating,16570.77
20201031,BUD,CF009,Operating,0
20201031,BUD,CF010,Investing,-1657718.64
20201031,BUD,CF011,Investing,0
20201031,BUD,CF012,Investing,15861.34
20201031,BUD,CF013,Investing,0
20201031,BUD,CF014,Financing,0
20201031,BUD,CF015,Financing,0
20201031,BUD,CF016,Financing,0.0
20201031,BUD,CF017,Financing,0
20201031,BUD,CF018,Financing,0
20201130,ACT,CF001,Operating,5162251.16
20201130,ACT,CF002,Operating,1980946.55
20201130,ACT,CF003,Operating,191676.52
20201130,ACT,CF004,Operating,-4278251.46
20201130,ACT,CF005,Operating,-710693.97
20201130,ACT,CF006,Operating,919087.61
20201130,ACT,CF007,Operating,-29639.9
20201130,ACT,CF008,Operating,17072.87
20201130,ACT,CF009,Operating,55029.74
20201130,ACT,CF010,Investing,-1784548.83
20201130,ACT,CF011,Investing,0
20201130,ACT,CF012,Investing,26457.16
20201130,ACT,CF013,Investing,-478953.66
20201130,ACT,CF014,Financing,0
20201130,ACT,CF015,Financing,0
20201130,ACT,CF016,Financing,0
20201130,ACT,CF017,Financing,0
20201130,ACT,CF018,Financing,-224740.46
20201130,BUD,CF001,Operating,5416191.5
20201130,BUD,CF002,Operating,1981175.55
20201130,BUD,CF003,Operating,190225.17
20201130,BUD,CF004,Operating,-2994776.02
20201130,BUD,CF005,Operating,-497485.78
20201130,BUD,CF006,Operating,643361.33
20201130,BUD,CF007,Operating,-14819.95
20201130,BUD,CF008,Operating,8536.43
20201130,BUD,CF009,Operating,0
20201130,BUD,CF010,Investing,-1695321.39
20201130,BUD,CF011,Investing,0
20201130,BUD,CF012,Investing,13228.58
20201130,BUD,CF013,Investing,0
20201130,BUD,CF014,Financing,0
20201130,BUD,CF015,Financing,0
20201130,BUD,CF016,Financing,0.0
20201130,BUD,CF017,Financing,0
20201130,BUD,CF018,Financing,0
20201231,ACT,CF001,Operating,5676983.24
20201231,ACT,CF002,Operating,1955068.61
20201231,ACT,CF003,Operating,206599.54
20201231,ACT,CF004,Operating,-4073292.0
20201231,ACT,CF005,Operating,-4714337.66
20201231,ACT,CF006,Operating,1725842.7
20201231,ACT,CF007,Operating,-34422.58
20201231,ACT,CF008,Operating,104967.28
20201231,ACT,CF009,Operating,85598.1
20201231,ACT,CF010,Investing,-1995654.03
20201231,ACT,CF011,Investing,0
20201231,ACT,CF012,Investing,28746.29
20201231,ACT,CF013,Investing,-329384.56
20201231,ACT,CF014,Financing,0
20201231,ACT,CF015,Financing,-4000000.0
20201231,ACT,CF016,Financing,-5960832.4
20201231,ACT,CF017,Financing,0
20201231,ACT,CF018,Financing,-236455.3
20201231,BUD,CF001,Operating,5870007.04
20201231,BUD,CF002,Operating,1956217.31
20201231,BUD,CF003,Operating,205239.21
20201231,BUD,CF004,Operating,-2851304.4
20201231,BUD,CF005,Operating,-3300036.36
20201231,BUD,CF006,Operating,1208089.89
20201231,BUD,CF007,Operating,-17211.29
20201231,BUD,CF008,Operating,52483.64
20201231,BUD,CF009,Operating,0
20201231,BUD,CF010,Investing,-1895871.33
20201231,BUD,CF011,Investing,0
20201231,BUD,CF012,Investing,14373.14
20201231,BUD,CF013,Investing,0
20201231,BUD,CF014,Financing,0
20201231,BUD,CF015,Financing,-4000000.0
20201231,BUD,CF016,Financing,-5662790.78
20201231,BUD,CF017,Financing,0
20201231,BUD,CF018,Financing,0
20210131,ACT,CF001,Operating,3702464.12
20210131,ACT,CF002,Operating,2055310.18
20210131,ACT,CF003,Operating,156713.67
20210131,ACT,CF004,Operating,17698823.99
20210131,ACT,CF005,Operating,12752503.97
20210131,ACT,CF006,Operating,-6149839.35
20210131,ACT,CF007,Operating,147148.43
20210131,ACT,CF008,Operating,-277823.91
20210131,ACT,CF009,Operating,113200.73
20210131,ACT,CF010,Investing,-1548495.13
20210131,ACT,CF011,Investing,0
20210131,ACT,CF012,Investing,28539.0
20210131,ACT,CF013,Investing,-657308.82
20210131,ACT,CF014,Financing,0
20210131,ACT,CF015,Financing,0
20210131,ACT,CF016,Financing,0
20210131,ACT,CF017,Financing,0
20210131,ACT,CF018,Financing,-197568.32
20210131,BUD,CF001,Operating,3732140.16
20210131,BUD,CF002,Operating,2068789.27
20210131,BUD,CF003,Operating,156167.49
20210131,BUD,CF004,Operating,12389176.8
20210131,BUD,CF005,Operating,8926752.78
20210131,BUD,CF006,Operating,-4304887.55
20210131,BUD,CF007,Operating,73574.22
20210131,BUD,CF008,Operating,-138911.95
20210131,BUD,CF009,Operating,0
20210131,BUD,CF010,Investing,-1471070.37
20210131,BUD,CF011,Investing,0
20210131,BUD,CF012,Investing,14269.5
20210131,BUD,CF013,Investing,0
20210131,BUD,CF014,Financing,0
20210131,BUD,CF015,Financing,0
20210131,BUD,CF016,Financing,0.0
20210131,BUD,CF017,Financing,0
20210131,BUD,CF018,Financing,0
20210228,ACT,CF001,Operating,3901065.9
20210228,ACT,CF002,Operating,2073118.8
20210228,ACT,CF003,Operating,162447.57
20210228,ACT,CF004,Operating,-2772248.09
20210228,ACT,CF005,Operating,-1345278.37
20210228,ACT,CF006,Operating,237293.05
20210228,ACT,CF007,Operating,-25443.45
20210228,ACT,CF008,Operating,43323.82
20210228,ACT,CF009,Operating,60535.52
20210228,ACT,CF010,Investing,-1490076.05
20210228,ACT,CF011,Investing,0
20210228,ACT,CF012,Investing,30411.89
20210228,ACT,CF013,Investing,-739070.5
20210228,ACT,CF014,Financing,0
20210228,ACT,CF015,Financing,0
20210228,ACT,CF016,Financing,0
20210228,ACT,CF017,Financing,0
20210228,ACT,CF018,Financing,-183237.52
20210228,BUD,CF001,Operating,3944096.25
20210228,BUD,CF002,Operating,2091252.0
20210228,BUD,CF003,Operating,161136.7
20210228,BUD,CF004,Operating,-1940573.66
20210228,BUD,CF005,Operating,-941694.86
20210228,BUD,CF006,Operating,166105.14
20210228,BUD,CF007,Operating,-12721.72
20210228,BUD,CF008,Operating,21661.91
20210228,BUD,CF009,Operating,0
20210228,BUD,CF010,Investing,-1415572.25
20210228,BUD,CF011,Investing,0
20210228,BUD,CF012,Investing,15205.94
20210228,BUD,CF013,Investing,0
20210228,BUD,CF014,Financing,0
20210228,BUD,CF015,Financing,0
20210228,BUD,CF016,Financing,0.0
20210228,BUD,CF017,Financing,0
20210228,BUD,CF018,Financing,0
20210331,ACT,CF001,Operating,4660249.9
20210331,ACT,CF002,Operating,2040860.63
20210331,ACT,CF003,Operating,180513.71
20210331,ACT,CF004,Operating,-6745036.85
20210331,ACT,CF005,Operating,-3496527.93
20210331,ACT,CF006,Operating,2658781.27
20210331,ACT,CF007,Operating,-49533.12
20210331,ACT,CF008,Operating,94048.85
20210331,ACT,CF009,Operating,66941.05
20210331,ACT,CF010,Investing,-1797065.47
20210331,ACT,CF011,Investing,0
20210331,ACT,CF012,Investing,28811.22
20210331,ACT,CF013,Investing,-721323.29
20210331,ACT,CF014,Financing,0
20210331,ACT,CF015,Financing,-4000000.0
20210331,ACT,CF016,Financing,-4893262.39
20210331,ACT,CF017,Financing,0
20210331,ACT,CF018,Financing,-223214.79
20210331,BUD,CF001,Operating,4888033.76
20210331,BUD,CF002,Operating,2045108.51
20210331,BUD,CF003,Operating,184015.53
20210331,BUD,CF004,Operating,-4721525.8
20210331,BUD,CF005,Operating,-2447569.55
20210331,BUD,CF006,Operating,1861146.89
20210331,BUD,CF007,Operating,-24766.56
20210331,BUD,CF008,Operating,47024.43
20210331,BUD,CF009,Operating,0
20210331,BUD,CF010,Investing,-1707212.2
20210331,BUD,CF011,Investing,0
20210331,BUD,CF012,Investing,14405.61
20210331,BUD,CF013,Investing,0
20210331,BUD,CF014,Financing,0
20210331,BUD,CF015,Financing,-4000000.0
20210331,BUD,CF016,Financing,-4648599.27
20210331,BUD,CF017,Financing,0
20210331,BUD,CF018,Financing,0
20210430,ACT,CF001,Operating,4334793.01
20210430,ACT,CF002,Operating,2076504.03
20210430,ACT,CF003,Operating,173203.87
20210430,ACT,CF004,Operating,2171489.88
20210430,ACT,CF005,Operating,1218267.88
20210430,ACT,CF006,Operating,-1091738.77
20210430,ACT,CF007,Operating,17834.22
20210430,ACT,CF008,Operating,-48375.03
20210430,ACT,CF009,Operating,135009.44
20210430,ACT,CF010,Investing,-1687700.27
20210430,ACT,CF011,Investing,0
20210430,ACT,CF012,Investing,31939.96
20210430,ACT,CF013,Investing,-583610.5
20210430,ACT,CF014,Financing,0
20210430,ACT,CF015,Financing,0
20210430,ACT,CF016,Financing,0
20210430,ACT,CF017,Financing,0
20210430,ACT,CF018,Financing,-154614.54
20210430,BUD,CF001,Operating,4547505.79
20210430,BUD,CF002,Operating,2065201.96
20210430,BUD,CF003,Operating,174283.1
20210430,BUD,CF004,Operating,1520042.91
20210430,BUD,CF005,Operating,852787.52
20210430,BUD,CF006,Operating,-764217.14
20210430,BUD,CF007,Operating,8917.11
20210430,BUD,CF008,Operating,-24187.52
20210430,BUD,CF009,Operating,0
20210430,BUD,CF010,Investing,-1603315.26
20210430,BUD,CF011,Investing,0
20210430,BUD,CF012,Investing,15969.98
20210430,BUD,CF013,Investing,0
20210430,BUD,CF014,Financing,0
20210430,BUD,CF015,Financing,0
20210430,BUD,CF016,Financing,0.0
20210430,BUD,CF017,Financing,0
20210430,BUD,CF018,Financing,0
20210531,ACT,CF001,Operating,4595682.88
20210531,ACT,CF002,Operating,2061607.95
20210531,ACT,CF003,Operating,179742.33
20210531,ACT,CF004,Operating,-2250469.6
20210531,ACT,CF005,Operating,-1473393.45
20210531,ACT,CF006,Operating,1116002.26
20210531,ACT,CF007,Operating,-15436.23
20210531,ACT,CF008,Operating,46158.96
20210531,ACT,CF009,Operating,128504.92
20210531,ACT,CF010,Investing,-1739210.17
20210531,ACT,CF011,Investing,0
20210531,ACT,CF012,Investing,27783.99
20210531,ACT,CF013,Investing,-732778.08
20210531,ACT,CF014,Financing,0
20210531,ACT,CF015,Financing,0
20210531,ACT,CF016,Financing,0
20210531,ACT,CF017,Financing,0
20210531,ACT,CF018,Financing,-220493.56
20210531,BUD,CF001,Operating,4724620.43
20210531,BUD,CF002,Operating,2066140.24
20210531,BUD,CF003,Operating,181949.95
20210531,BUD,CF004,Operating,-1575328.72
20210531,BUD,CF005,Operating,-1031375.41
20210531,BUD,CF006,Operating,781201.58
20210531,BUD,CF007,Operating,-7718.12
20210531,BUD,CF008,Operating,23079.48
20210531,BUD,CF009,Operating,0
20210531,BUD,CF010,Investing,-1652249.66
20210531,BUD,CF011,Investing,0
20210531,BUD,CF012,Investing,13891.99
20210531,BUD,CF013,Investing,0
20210531,BUD,CF014,Financing,0
20210531,BUD,CF015,Financing,0
20210531,BUD,CF016,Financing,0.0
20210531,BUD,CF017,Financing,0
20210531,BUD,CF018,Financing,0
20210630,ACT,CF001,Operating,4935273.24
20210630,ACT,CF002,Operating,2048240.24
20210630,ACT,CF003,Operating,186232.6
20210630,ACT,CF004,Operating,-274626.15
20210630,ACT,CF005,Operating,-1714704.93
20210630,ACT,CF006,Operating,1040595.74
20210630,ACT,CF007,Operating,-6559.73
20210630,ACT,CF008,Operating,9600.3
20210630,ACT,CF009,Operating,142818.07
20210630,ACT,CF010,Investing,-1703412.02
20210630,ACT,CF011,Investing,0
20210630,ACT,CF012,Investing,29033.59
20210630,ACT,CF013,Investing,-431906.21
20210630,ACT,CF014,Financing,0
20210630,ACT,CF015,Financing,-4000000.0
20210630,ACT,CF016,Financing,-5182036.9
20210630,ACT,CF017,Financing,0
20210630,ACT,CF018,Financing,-143249.82
20210630,BUD,CF001,Operating,4956163.24
20210630,BUD,CF002,Operating,2061593.54
20210630,BUD,CF003,Operating,187254.35
20210630,BUD,CF004,Operating,-192238.3
20210630,BUD,CF005,Operating,-1200293.45
20210630,BUD,CF006,Operating,728417.02
20210630,BUD,CF007,Operating,-3279.87
20210630,BUD,CF008,Operating,4800.15
20210630,BUD,CF009,Operating,0
20210630,BUD,CF010,Investing,-1618241.42
20210630,BUD,CF011,Investing,0
20210630,BUD,CF012,Investing,14516.8
20210630,BUD,CF013,Investing,0
20210630,BUD,CF014,Financing,0
20210630,BUD,CF015,Financing,-4000000.0
20210630,BUD,CF016,Financing,-4922935.06
20210630,BUD,CF017,Financing,0
20210630,BUD,CF018,Financing,0
20210731,ACT,CF001,Operating,3303469.96
20210731,ACT,CF002,Operating,2076569.97
20210731,ACT,CF003,Operating,180448.59
20210731,ACT,CF004,Operating,6543958.67
20210731,ACT,CF005,Operating,-797925.74
20210731,ACT,CF006,Operating,977926.46
20210731,ACT,CF007,Operating,12664.85
20210731,ACT,CF008,Operating,-30650.29
20210731,ACT,CF009,Operating,84768.38
20210731,ACT,CF010,Investing,-1741541.93
20210731,ACT,CF011,Investing,0
20210731,ACT,CF012,Investing,27301.51
20210731,ACT,CF013,Investing,-666871.92
20210731,ACT,CF014,Financing,0
20210731,ACT,CF015,Financing,0
20210731,ACT,CF016,Financing,0
20210731,ACT,CF017,Financing,0
20210731,ACT,CF018,Financing,-136586.49
20210731,BUD,CF001,Operating,3272126.22
20210731,BUD,CF002,Operating,2091029.95
20210731,BUD,CF003,Operating,178607.18
20210731,BUD,CF004,Operating,4580771.07
20210731,BUD,CF005,Operating,-558548.01
20210731,BUD,CF006,Operating,684548.52
