Date_Key,Division_ID,Product_Group_ID,Region_ID,Customer_Segment_ID,Revenue_EUR,Quantity_Sold,Avg_Selling_Price
20200131,DIV02,PG04,REG04,SEG04,82105.05,175,469.17
20200131,DIV02,PG05,REG01,SEG01,547397.19,1290,424.34
20200131,DIV02,PG05,REG01,SEG02,392338.94,5157,76.08
20200131,DIV02,PG05,REG01,SEG03,205262.6,431,476.25
20200131,DIV02,PG05,REG01,SEG04,192633.23,716,269.04
20200131,DIV02,PG05,REG02,SEG01,366421.29,934,392.31
20200131,DIV02,PG05,REG02,SEG02,290678.05,2697,107.78
20200131,DIV02,PG05,REG02,SEG03,142031.09,477,297.76
20200131,DIV02,PG05,REG02,SEG04,139637.67,315,443.29
20200131,DIV02,PG05,REG03,SEG01,377166.47,2595,145.34
20200131,DIV02,PG05,REG03,SEG02,285519.77,754,378.67
20200131,DIV02,PG05,REG03,SEG03,138910.1,730,190.29
20200131,DIV02,PG05,REG03,SEG04,147949.78,432,342.48
20200131,DIV02,PG05,REG04,SEG01,226572.43,800,283.22
20200131,DIV02,PG05,REG04,SEG02,165597.16,1095,151.23
20200131,DIV02,PG05,REG04,SEG03,84281.46,267,315.66
20200131,DIV02,PG05,REG04,SEG04,83543.91,560,149.19
20200131,DIV02,PG06,REG01,SEG01,513065.49,1536,334.03
20200131,DIV02,PG06,REG01,SEG02,389834.21,852,457.55
20200131,DIV02,PG06,REG01,SEG03,204969.73,2503,81.89
20200131,DIV02,PG06,REG01,SEG04,195061.56,555,351.46
20200131,DIV02,PG06,REG02,SEG01,370824.23,3385,109.55
20200131,DIV02,PG06,REG02,SEG02,294541.66,959,307.13
20200131,DIV02,PG06,REG02,SEG03,142001.36,352,403.41
20200131,DIV02,PG06,REG02,SEG04,145813.35,1074,135.77
20200131,DIV02,PG06,REG03,SEG01,367262.82,1505,244.03
20200131,DIV02,PG06,REG03,SEG02,282884.89,1087,260.24
20200131,DIV02,PG06,REG03,SEG03,144920.53,410,353.46
20200131,DIV02,PG06,REG03,SEG04,147824.72,1567,94.34
20200131,DIV02,PG06,REG04,SEG01,225926.15,1114,202.81
20200131,DIV02,PG06,REG04,SEG02,175716.17,1085,161.95
20200131,DIV02,PG06,REG04,SEG03,83271.32,330,252.34
20200131,DIV02,PG06,REG04,SEG04,84853.87,483,175.68
20200131,DIV03,PG07,REG01,SEG01,433888.14,932,465.55
20200131,DIV03,PG07,REG01,SEG02,330551.77,755,437.82
20200131,DIV03,PG07,REG01,SEG03,166699.7,2290,72.79
20200131,DIV03,PG07,REG01,SEG04,172662.97,405,426.33
20200131,DIV03,PG07,REG02,SEG01,328115.61,702,467.4
20200131,DIV03,PG07,REG02,SEG02,243804.0,1952,124.9
20200131,DIV03,PG07,REG02,SEG03,118457.52,810,146.24
20200131,DIV03,PG07,REG02,SEG04,117654.87,1540,76.4
20200131,DIV03,PG07,REG03,SEG01,313188.02,634,493.99
20200131,DIV03,PG07,REG03,SEG02,232732.23,577,403.35
20200131,DIV03,PG07,REG03,SEG03,118166.89,491,240.67
20200131,DIV03,PG07,REG03,SEG04,122932.55,246,499.73
20200131,DIV03,PG07,REG04,SEG01,190596.56,510,373.72
20200131,DIV03,PG07,REG04,SEG02,138382.36,754,183.53
20200131,DIV03,PG07,REG04,SEG03,73824.38,237,311.5
20200131,DIV03,PG07,REG04,SEG04,71396.45,184,388.02
20200131,DIV03,PG08,REG01,SEG01,427064.79,1364,313.1
20200131,DIV03,PG08,REG01,SEG02,332138.22,765,434.17
20200131,DIV03,PG08,REG01,SEG03,161481.1,334,483.48
20200131,DIV03,PG08,REG01,SEG04,160454.08,1200,133.71
20200131,DIV03,PG08,REG02,SEG01,318654.39,900,354.06
20200131,DIV03,PG08,REG02,SEG02,232162.99,2233,103.97
20200131,DIV03,PG08,REG02,SEG03,122296.6,760,160.92
20200131,DIV03,PG08,REG02,SEG04,119490.5,363,329.17
20200131,DIV03,PG08,REG03,SEG01,314206.39,1004,312.95
20200131,DIV03,PG08,REG03,SEG02,237619.8,504,471.47
20200131,DIV03,PG08,REG03,SEG03,115787.91,311,372.31
20200131,DIV03,PG08,REG03,SEG04,116114.53,509,228.12
20200131,DIV03,PG08,REG04,SEG01,192356.26,1039,185.14
20200131,DIV03,PG08,REG04,SEG02,140219.68,361,388.42
20200131,DIV03,PG08,REG04,SEG03,68722.95,268,256.43
20200131,DIV03,PG08,REG04,SEG04,73993.7,148,499.96
20200131,DIV03,PG09,REG01,SEG01,427634.89,2930,145.95
20200131,DIV03,PG09,REG01,SEG02,325825.05,693,470.17
20200131,DIV03,PG09,REG01,SEG03,171090.08,383,446.71
20200131,DIV03,PG09,REG01,SEG04,164298.24,1357,121.07
20200131,DIV03,PG09,REG02,SEG01,324693.75,885,366.89
20200131,DIV03,PG09,REG02,SEG02,239306.59,484,494.44
20200131,DIV03,PG09,REG02,SEG03,120054.6,2243,53.52
20200131,DIV03,PG09,REG02,SEG04,121602.28,658,184.81
20200131,DIV03,PG09,REG03,SEG01,320383.73,678,472.54
20200131,DIV03,PG09,REG03,SEG02,230248.17,2258,101.97
20200131,DIV03,PG09,REG03,SEG03,114865.5,384,299.13
20200131,DIV03,PG09,REG03,SEG04,116433.9,361,322.53
20200131,DIV03,PG09,REG04,SEG01,193053.35,1363,141.64
20200131,DIV03,PG09,REG04,SEG02,143840.8,852,168.83
20200131,DIV03,PG09,REG04,SEG03,71090.97,155,458.65
20200131,DIV03,PG09,REG04,SEG04,73126.45,798,91.64
20200229,DIV01,PG01,REG01,SEG01,828081.02,4745,174.52
20200229,DIV01,PG01,REG01,SEG02,600063.25,1511,397.13
20200229,DIV01,PG01,REG01,SEG03,315867.81,1881,167.93
20200229,DIV01,PG01,REG01,SEG04,318470.25,1067,298.47
20200229,DIV01,PG01,REG02,SEG01,591682.17,10886,54.35
20200229,DIV01,PG01,REG02,SEG02,431176.77,963,447.74
20200229,DIV01,PG01,REG02,SEG03,230383.51,779,295.74
20200229,DIV01,PG01,REG02,SEG04,229145.65,734,312.19
20200229,DIV01,PG01,REG03,SEG01,578370.75,5387,107.36
20200229,DIV01,PG01,REG03,SEG02,439497.14,966,454.97
20200229,DIV01,PG01,REG03,SEG03,228458.77,522,437.66
20200229,DIV01,PG01,REG03,SEG04,230294.18,1593,144.57
20200229,DIV01,PG01,REG04,SEG01,349920.07,3635,96.26
20200229,DIV01,PG01,REG04,SEG02,273807.6,611,448.13
20200229,DIV01,PG01,REG04,SEG03,132900.22,403,329.78
20200229,DIV01,PG01,REG04,SEG04,130202.61,277,470.05
20200229,DIV01,PG02,REG01,SEG01,857477.43,1752,489.43
20200229,DIV01,PG02,REG01,SEG02,640416.88,1433,446.91
20200229,DIV01,PG02,REG01,SEG03,300562.54,787,381.91
20200229,DIV01,PG02,REG01,SEG04,308246.06,657,469.17
20200229,DIV01,PG02,REG02,SEG01,609514.41,1388,439.13
20200229,DIV01,PG02,REG02,SEG02,457439.83,2689,170.12
20200229,DIV01,PG02,REG02,SEG03,228302.59,2314,98.66
20200229,DIV01,PG02,REG02,SEG04,229816.45,526,436.91
20200229,DIV01,PG02,REG03,SEG01,581910.07,1393,417.74
20200229,DIV01,PG02,REG03,SEG02,444926.28,2375,187.34
20200229,DIV01,PG02,REG03,SEG03,228444.9,1498,152.5
20200229,DIV01,PG02,REG03,SEG04,214667.5,1567,136.99
20200229,DIV01,PG02,REG04,SEG01,352169.13,802,439.11
20200229,DIV01,PG02,REG04,SEG02,277809.12,1582,175.61
20200229,DIV01,PG02,REG04,SEG03,135418.71,589,229.91
20200229,DIV01,PG02,REG04,SEG04,139057.32,477,291.52
20200229,DIV01,PG03,REG01,SEG01,862451.91,8463,101.91
20200229,DIV01,PG03,REG01,SEG02,648396.81,4974,130.36
20200229,DIV01,PG03,REG01,SEG03,324001.79,1911,169.55
20200229,DIV01,PG03,REG01,SEG04,302652.55,1232,245.66
20200229,DIV01,PG03,REG02,SEG01,606006.03,3170,191.17
20200229,DIV01,PG03,REG02,SEG02,450136.2,1606,280.28
20200229,DIV01,PG03,REG02,SEG03,221122.18,714,309.69
20200229,DIV01,PG03,REG02,SEG04,218792.75,593,368.96
20200229,DIV01,PG03,REG03,SEG01,571400.52,1224,466.83
20200229,DIV01,PG03,REG03,SEG02,447716.77,1197,374.03
20200229,DIV01,PG03,REG03,SEG03,227491.59,646,352.15
20200229,DIV01,PG03,REG03,SEG04,220747.72,2708,81.52
20200229,DIV01,PG03,REG04,SEG01,361766.61,1821,198.66
20200229,DIV01,PG03,REG04,SEG02,263819.49,611,431.78
20200229,DIV01,PG03,REG04,SEG03,136257.19,735,185.38
20200229,DIV01,PG03,REG04,SEG04,131860.13,564,233.79
20200229,DIV02,PG04,REG01,SEG01,551113.06,3010,183.09
20200229,DIV02,PG04,REG01,SEG02,404166.12,1689,239.29
20200229,DIV02,PG04,REG01,SEG03,215631.75,607,355.24
20200229,DIV02,PG04,REG01,SEG04,215005.9,657,327.25
20200229,DIV02,PG04,REG02,SEG01,390432.15,1316,296.68
20200229,DIV02,PG04,REG02,SEG02,285669.66,1594,179.22
20200229,DIV02,PG04,REG02,SEG03,147946.74,475,311.47
20200229,DIV02,PG04,REG02,SEG04,150622.63,581,259.25
20200229,DIV02,PG04,REG03,SEG01,394914.15,2701,146.21
20200229,DIV02,PG04,REG03,SEG02,296924.2,651,456.1
20200229,DIV02,PG04,REG03,SEG03,152304.68,1205,126.39
20200229,DIV02,PG04,REG03,SEG04,143839.28,510,282.04
20200229,DIV02,PG04,REG04,SEG01,240581.73,1197,200.99
20200229,DIV02,PG04,REG04,SEG02,183085.54,471,388.72
20200229,DIV02,PG04,REG04,SEG03,90502.77,599,151.09
20200229,DIV02,PG04,REG04,SEG04,87120.09,1428,61.01
20200229,DIV02,PG05,REG01,SEG01,544111.82,2062,263.88
20200229,DIV02,PG05,REG01,SEG02,428243.21,5173,82.78
20200229,DIV02,PG05,REG01,SEG03,206868.04,620,333.66
20200229,DIV02,PG05,REG01,SEG04,203201.97,559,363.51
20200229,DIV02,PG05,REG02,SEG01,396571.53,2481,159.84
20200229,DIV02,PG05,REG02,SEG02,301277.46,5739,52.5
20200229,DIV02,PG05,REG02,SEG03,151768.35,382,397.3
20200229,DIV02,PG05,REG02,SEG04,144098.66,597,241.37
20200229,DIV02,PG05,REG03,SEG01,386462.64,803,481.27
20200229,DIV02,PG05,REG03,SEG02,297989.98,4104,72.61
20200229,DIV02,PG05,REG03,SEG03,145796.08,337,432.63
20200229,DIV02,PG05,REG03,SEG04,148263.04,361,410.7
20200229,DIV02,PG05,REG04,SEG01,241241.35,487,495.36
20200229,DIV02,PG05,REG04,SEG02,179900.85,376,478.46
20200229,DIV02,PG05,REG04,SEG03,92064.12,282,326.47
20200229,DIV02,PG05,REG04,SEG04,90834.69,327,277.78
20200229,DIV02,PG06,REG01,SEG01,570139.17,1922,296.64
20200229,DIV02,PG06,REG01,SEG02,429825.25,1117,384.8
20200229,DIV02,PG06,REG01,SEG03,207871.74,1247,166.7
20200229,DIV02,PG06,REG01,SEG04,204081.88,605,337.33
20200229,DIV02,PG06,REG02,SEG01,405186.93,1423,284.74
20200229,DIV02,PG06,REG02,SEG02,300579.75,1731,173.65
20200229,DIV02,PG06,REG02,SEG03,143752.25,804,178.8
20200229,DIV02,PG06,REG02,SEG04,146064.09,753,193.98
20200229,DIV02,PG06,REG03,SEG01,398024.43,3545,112.28
20200229,DIV02,PG06,REG03,SEG02,291165.18,803,362.6
20200229,DIV02,PG06,REG03,SEG03,151238.15,1916,78.93
20200229,DIV02,PG06,REG03,SEG04,147681.45,502,294.19
20200229,DIV02,PG06,REG04,SEG01,236446.0,1652,143.13
20200229,DIV02,PG06,REG04,SEG02,177396.91,388,457.21
20200229,DIV02,PG06,REG04,SEG03,89869.2,247,363.84
20200229,DIV02,PG06,REG04,SEG04,91816.35,232,395.76
20200229,DIV03,PG07,REG01,SEG01,458445.51,8706,52.66
20200229,DIV03,PG07,REG01,SEG02,343039.22,881,389.37
20200229,DIV03,PG07,REG01,SEG03,178486.19,372,479.8
20200229,DIV03,PG07,REG01,SEG04,172453.63,446,386.67
20200229,DIV03,PG07,REG02,SEG01,331845.2,1032,321.56
20200229,DIV03,PG07,REG02,SEG02,242424.94,1629,148.82
20200229,DIV03,PG07,REG02,SEG03,123347.95,1956,63.06
20200229,DIV03,PG07,REG02,SEG04,122358.98,344,355.69
20200229,DIV03,PG07,REG03,SEG01,328094.18,2640,124.28
20200229,DIV03,PG07,REG03,SEG02,247321.85,2302,107.44
20200229,DIV03,PG07,REG03,SEG03,125197.01,2014,62.16
20200229,DIV03,PG07,REG03,SEG04,122933.19,404,304.29
20200229,DIV03,PG07,REG04,SEG01,190870.11,562,339.63
20200229,DIV03,PG07,REG04,SEG02,144445.16,560,257.94
20200229,DIV03,PG07,REG04,SEG03,71714.26,325,220.66
20200229,DIV03,PG07,REG04,SEG04,72674.64,368,197.49
20200229,DIV03,PG08,REG01,SEG01,472548.34,2142,220.61
20200229,DIV03,PG08,REG01,SEG02,354155.19,834,424.65
20200229,DIV03,PG08,REG01,SEG03,170138.11,1958,86.89
20200229,DIV03,PG08,REG01,SEG04,166904.16,570,292.81
20200229,DIV03,PG08,REG02,SEG01,343847.56,1657,207.51
20200229,DIV03,PG08,REG02,SEG02,250947.23,624,402.16
20200229,DIV03,PG08,REG02,SEG03,125489.59,322,389.72
20200229,DIV03,PG08,REG02,SEG04,128443.96,919,139.76
20200229,DIV03,PG08,REG03,SEG01,317939.05,2681,118.59
20200229,DIV03,PG08,REG03,SEG02,240553.91,684,351.69
20200229,DIV03,PG08,REG03,SEG03,124618.87,841,148.18
20200229,DIV03,PG08,REG03,SEG04,125962.82,318,396.11
20200229,DIV03,PG08,REG04,SEG01,193102.81,597,323.46
20200229,DIV03,PG08,REG04,SEG02,151732.19,1494,101.56
20200229,DIV03,PG08,REG04,SEG03,76290.87,157,485.93
20200229,DIV03,PG08,REG04,SEG04,72058.32,1170,61.59
20200229,DIV03,PG09,REG01,SEG01,455911.78,1284,355.07
20200229,DIV03,PG09,REG01,SEG02,359880.86,1575,228.5
20200229,DIV03,PG09,REG01,SEG03,176563.87,2096,84.24
20200229,DIV03,PG09,REG01,SEG04,176225.04,530,332.5
20200229,DIV03,PG09,REG02,SEG01,320095.29,805,397.63
20200229,DIV03,PG09,REG02,SEG02,254917.69,796,320.25
20200229,DIV03,PG09,REG02,SEG03,120225.71,243,494.76
20200229,DIV03,PG09,REG02,SEG04,126787.76,614,206.49
20200229,DIV03,PG09,REG03,SEG01,328730.6,1516,216.84
20200229,DIV03,PG09,REG03,SEG02,248087.0,1218,203.68
20200229,DIV03,PG09,REG03,SEG03,127451.73,303,420.63
20200229,DIV03,PG09,REG03,SEG04,120071.81,248,484.16
20200229,DIV03,PG09,REG04,SEG01,200526.74,474,423.05
20200229,DIV03,PG09,REG04,SEG02,151248.74,614,246.33
20200229,DIV03,PG09,REG04,SEG03,75782.0,156,485.78
20200229,DIV03,PG09,REG04,SEG04,73022.33,176,414.9
20200331,DIV01,PG01,REG01,SEG01,590681.01,2207,267.64
20200331,DIV01,PG01,REG01,SEG02,439385.65,1159,379.11
20200331,DIV01,PG01,REG01,SEG03,216739.36,500,433.48
20200331,DIV01,PG01,REG01,SEG04,226673.85,2546,89.03
20200331,DIV01,PG01,REG02,SEG01,433472.53,2713,159.78
20200331,DIV01,PG01,REG02,SEG02,314582.17,968,324.98
20200331,DIV01,PG01,REG02,SEG03,156209.4,2482,62.94
20200331,DIV01,PG01,REG02,SEG04,162165.07,1230,131.84
20200331,DIV01,PG01,REG03,SEG01,410943.18,1004,409.31
20200331,DIV01,PG01,REG03,SEG02,311443.35,698,446.19
20200331,DIV01,PG01,REG03,SEG03,160275.15,919,174.4
20200331,DIV01,PG01,REG03,SEG04,151555.06,317,478.09
20200331,DIV01,PG01,REG04,SEG01,244011.7,652,374.25
20200331,DIV01,PG01,REG04,SEG02,189110.75,483,391.53
20200331,DIV01,PG01,REG04,SEG03,96085.03,282,340.73
20200331,DIV01,PG01,REG04,SEG04,94572.36,232,407.64
20200331,DIV01,PG02,REG01,SEG01,569711.15,3805,149.73
20200331,DIV01,PG02,REG01,SEG02,448438.4,2387,187.87
20200331,DIV01,PG02,REG01,SEG03,222271.8,845,263.04
20200331,DIV01,PG02,REG01,SEG04,221377.28,916,241.68
20200331,DIV01,PG02,REG02,SEG01,428906.3,2156,198.94
20200331,DIV01,PG02,REG02,SEG02,320592.47,1864,171.99
20200331,DIV01,PG02,REG02,SEG03,154599.41,1482,104.32
20200331,DIV01,PG02,REG02,SEG04,153857.17,1482,103.82
20200331,DIV01,PG02,REG03,SEG01,421837.31,1073,393.14
20200331,DIV01,PG02,REG03,SEG02,307526.72,2086,147.42
20200331,DIV01,PG02,REG03,SEG03,157537.03,418,376.88
20200331,DIV01,PG02,REG03,SEG04,163750.69,572,286.28
20200331,DIV01,PG02,REG04,SEG01,247996.97,2604,95.24
20200331,DIV01,PG02,REG04,SEG02,184651.83,1211,152.48
20200331,DIV01,PG02,REG04,SEG03,92214.8,1635,56.4
20200331,DIV01,PG02,REG04,SEG04,94900.3,547,173.49
20200331,DIV01,PG03,REG01,SEG01,814969.31,2725,299.07
20200331,DIV01,PG03,REG01,SEG02,598183.11,5599,106.84
20200331,DIV01,PG03,REG01,SEG03,303120.54,1118,271.13
20200331,DIV01,PG03,REG01,SEG04,303220.86,983,308.46
20200331,DIV01,PG03,REG02,SEG01,559467.55,2254,248.21
20200331,DIV01,PG03,REG02,SEG02,410009.17,5607,73.12
20200331,DIV01,PG03,REG02,SEG03,217736.23,821,265.21
20200331,DIV01,PG03,REG02,SEG04,215734.9,936,230.49
20200331,DIV01,PG03,REG03,SEG01,541730.86,1625,333.37
20200331,DIV01,PG03,REG03,SEG02,405609.22,3462,117.16
20200331,DIV01,PG03,REG03,SEG03,211372.52,1131,186.89
20200331,DIV01,PG03,REG03,SEG04,218625.51,2116,103.32
20200331,DIV01,PG03,REG04,SEG01,343623.29,1064,322.95
20200331,DIV01,PG03,REG04,SEG02,258248.41,1703,151.64
20200331,DIV01,PG03,REG04,SEG03,126417.01,500,252.83
20200331,DIV01,PG03,REG04,SEG04,125610.9,287,437.67
20200331,DIV02,PG04,REG01,SEG01,679964.81,3628,187.42
20200331,DIV02,PG04,REG01,SEG02,495486.94,1527,324.48
20200331,DIV02,PG04,REG01,SEG03,250080.59,524,477.25
20200331,DIV02,PG04,REG01,SEG04,239631.82,1653,144.97
20200331,DIV02,PG04,REG02,SEG01,473365.5,3922,120.69
20200331,DIV02,PG04,REG02,SEG02,341378.46,4074,83.79
20200331,DIV02,PG04,REG02,SEG03,168289.7,665,253.07
20200331,DIV02,PG04,REG02,SEG04,176578.02,975,181.11
20200331,DIV02,PG04,REG03,SEG01,457327.25,1242,368.22
20200331,DIV02,PG04,REG03,SEG02,356217.57,1400,254.44
20200331,DIV02,PG04,REG03,SEG03,177890.02,381,466.9
20200331,DIV02,PG04,REG03,SEG04,179298.34,541,331.42
20200331,DIV02,PG04,REG04,SEG01,284036.23,604,470.26
20200331,DIV02,PG04,REG04,SEG02,209055.68,708,295.28
20200331,DIV02,PG04,REG04,SEG03,106399.61,231,460.6
20200331,DIV02,PG04,REG04,SEG04,107905.44,1313,82.18
20200331,DIV02,PG05,REG01,SEG01,636826.75,3379,188.47
20200331,DIV02,PG05,REG01,SEG02,500509.34,1634,306.31
20200331,DIV02,PG05,REG01,SEG03,241218.32,2276,105.98
20200331,DIV02,PG05,REG01,SEG04,249071.41,682,365.21
20200331,DIV02,PG05,REG02,SEG01,483918.58,1758,275.27
20200331,DIV02,PG05,REG02,SEG02,350351.4,4064,86.21
20200331,DIV02,PG05,REG02,SEG03,168811.08,690,244.65
20200331,DIV02,PG05,REG02,SEG04,172771.46,1062,162.68
20200331,DIV02,PG05,REG03,SEG01,452087.16,936,483.0
20200331,DIV02,PG05,REG03,SEG02,359946.35,1165,308.97
20200331,DIV02,PG05,REG03,SEG03,181583.18,363,500.23
20200331,DIV02,PG05,REG03,SEG04,177678.26,1037,171.34
20200331,DIV02,PG05,REG04,SEG01,270106.04,692,390.33
20200331,DIV02,PG05,REG04,SEG02,209818.9,611,343.4
20200331,DIV02,PG05,REG04,SEG03,108657.88,825,131.71
20200331,DIV02,PG05,REG04,SEG04,105875.46,315,336.11
20200331,DIV02,PG06,REG01,SEG01,523104.76,5744,91.07
20200331,DIV02,PG06,REG01,SEG02,387813.34,1939,200.01
20200331,DIV02,PG06,REG01,SEG03,198965.92,456,436.33
20200331,DIV02,PG06,REG01,SEG04,193621.53,534,362.59
20200331,DIV02,PG06,REG02,SEG01,367559.03,773,475.5
20200331,DIV02,PG06,REG02,SEG02,287454.74,966,297.57
20200331,DIV02,PG06,REG02,SEG03,139703.45,729,191.64
20200331,DIV02,PG06,REG02,SEG04,138227.85,284,486.72
20200331,DIV02,PG06,REG03,SEG01,371027.48,1317,281.72
20200331,DIV02,PG06,REG03,SEG02,291370.6,842,346.05
20200331,DIV02,PG06,REG03,SEG03,140687.92,596,236.05
20200331,DIV02,PG06,REG03,SEG04,136705.83,642,212.94
20200331,DIV02,PG06,REG04,SEG01,228938.61,690,331.8
20200331,DIV02,PG06,REG04,SEG02,171751.71,1212,141.71
20200331,DIV02,PG06,REG04,SEG03,84457.35,180,469.21
20200331,DIV02,PG06,REG04,SEG04,83709.61,229,365.54
20200331,DIV03,PG07,REG01,SEG01,317248.78,650,488.08
20200331,DIV03,PG07,REG01,SEG02,247504.86,1569,157.75
20200331,DIV03,PG07,REG01,SEG03,119330.97,400,298.33
20200331,DIV03,PG07,REG01,SEG04,123196.72,1339,92.01
20200331,DIV03,PG07,REG02,SEG01,242886.19,527,460.88
20200331,DIV03,PG07,REG02,SEG02,174722.16,1698,102.9
20200331,DIV03,PG07,REG02,SEG03,89959.84,327,275.11
20200331,DIV03,PG07,REG02,SEG04,89149.85,319,279.47
20200331,DIV03,PG07,REG03,SEG01,229447.84,539,425.69
20200331,DIV03,PG07,REG03,SEG02,181996.21,1139,159.79
20200331,DIV03,PG07,REG03,SEG03,87990.74,395,222.76
20200331,DIV03,PG07,REG03,SEG04,90588.86,325,278.73
20200331,DIV03,PG07,REG04,SEG01,144464.99,329,439.1
20200331,DIV03,PG07,REG04,SEG02,103275.27,254,406.6
20200331,DIV03,PG07,REG04,SEG03,52221.03,111,470.46
20200331,DIV03,PG07,REG04,SEG04,52611.36,125,420.89
20200331,DIV03,PG08,REG01,SEG01,321473.37,1743,184.44
20200331,DIV03,PG08,REG01,SEG02,247074.31,494,500.15
20200331,DIV03,PG08,REG01,SEG03,122582.21,1048,116.97
20200331,DIV03,PG08,REG01,SEG04,123062.54,599,205.45
20200331,DIV03,PG08,REG02,SEG01,234654.17,796,294.79
20200331,DIV03,PG08,REG02,SEG02,174636.58,896,194.91
20200331,DIV03,PG08,REG02,SEG03,85448.64,234,365.17
20200331,DIV03,PG08,REG02,SEG04,88134.69,568,155.17
20200331,DIV03,PG08,REG03,SEG01,238834.81,3429,69.65
20200331,DIV03,PG08,REG03,SEG02,178693.71,486,367.68
20200331,DIV03,PG08,REG03,SEG03,89814.48,401,223.98
20200331,DIV03,PG08,REG03,SEG04,88778.89,211,420.75
20200331,DIV03,PG08,REG04,SEG01,145603.4,533,273.18
20200331,DIV03,PG08,REG04,SEG02,101262.74,366,276.67
