Date_Key,Scenario_ID,Division_ID,Product_Group_ID,Cost_Component,Material_ID,Material_Name,Quantity_Used,Unit_Cost_EUR,Amount_EUR,Material_Price_Index
20200131,BUD,DIV03,PG07,Direct_Labor,,,,,425049.81,100.0
20200131,BUD,DIV03,PG07,Manufacturing_Overhead,MAT05,Metals,,,289806.69,100.0
20200131,BUD,DIV03,PG07,Freight,,,,,115922.67,100.0
20200131,BUD,DIV03,PG07,Inventory_Writedown,,,,,38640.89,100.0
20200131,ACT,DIV03,PG08,Raw_Materials,MAT01,Copper,147309.5,7.36,1084197.77,100.2
20200131,ACT,DIV03,PG08,Direct_Labor,,,22170.5,19.77,438309.86,100.2
20200131,ACT,DIV03,PG08,Manufacturing_Overhead,MAT03,Plastics,,,301007.32,100.2
20200131,ACT,DIV03,PG08,Freight,,,,,121120.06,100.2
20200131,ACT,DIV03,PG08,Inventory_Writedown,,,,,40040.32,100.2
20200131,BUD,DIV03,PG08,Raw_Materials,MAT01,Copper,,,1082167.74,100.0
20200131,BUD,DIV03,PG08,Direct_Labor,,,,,432867.1,100.0
20200131,BUD,DIV03,PG08,Manufacturing_Overhead,MAT03,Plastics,,,295136.66,100.0
20200131,BUD,DIV03,PG08,Freight,,,,,118054.66,100.0
20200131,BUD,DIV03,PG08,Inventory_Writedown,,,,,39351.55,100.0
20200131,ACT,DIV03,PG09,Raw_Materials,MAT02,Polymers,15397.3,68.08,1048245.89,100.9
20200131,ACT,DIV03,PG09,Direct_Labor,,,8772.5,47.4,415815.43,100.9
20200131,ACT,DIV03,PG09,Manufacturing_Overhead,MAT11,Chemicals,,,288438.7,100.9
20200131,ACT,DIV03,PG09,Freight,,,,,112709.21,100.9
20200131,ACT,DIV03,PG09,Inventory_Writedown,,,,,38872.37,100.9
20200131,BUD,DIV03,PG09,Raw_Materials,MAT02,Polymers,,,1019857.39,100.0
20200131,BUD,DIV03,PG09,Direct_Labor,,,,,407942.95,100.0
20200131,BUD,DIV03,PG09,Manufacturing_Overhead,MAT11,Chemicals,,,278142.92,100.0
20200131,BUD,DIV03,PG09,Freight,,,,,111257.17,100.0
20200131,BUD,DIV03,PG09,Inventory_Writedown,,,,,37085.72,100.0
20200229,ACT,DIV01,PG01,Raw_Materials,MAT02,Polymers,28665.7,61.18,1753765.75,99.0
20200229,ACT,DIV01,PG01,Direct_Labor,,,25933.3,27.97,725354.96,99.0
20200229,ACT,DIV01,PG01,Manufacturing_Overhead,MAT08,Solvents,,,492462.74,99.0
20200229,ACT,DIV01,PG01,Freight,,,,,196953.96,99.0
20200229,ACT,DIV01,PG01,Inventory_Writedown,,,,,64505.62,99.0
20200229,BUD,DIV01,PG01,Raw_Materials,MAT02,Polymers,,,1732342.28,100.0
20200229,BUD,DIV01,PG01,Direct_Labor,,,,,692936.91,100.0
20200229,BUD,DIV01,PG01,Manufacturing_Overhead,MAT08,Solvents,,,472456.98,100.0
20200229,BUD,DIV01,PG01,Freight,,,,,188982.79,100.0
20200229,BUD,DIV01,PG01,Inventory_Writedown,,,,,62994.26,100.0
20200229,ACT,DIV01,PG02,Raw_Materials,MAT06,Minerals,26977.7,63.54,1714162.47,98.5
20200229,ACT,DIV01,PG02,Direct_Labor,,,9564.4,73.5,702987.03,98.5
20200229,ACT,DIV01,PG02,Manufacturing_Overhead,MAT07,Resins,,,469714.85,98.5
20200229,ACT,DIV01,PG02,Freight,,,,,187712.41,98.5
20200229,ACT,DIV01,PG02,Inventory_Writedown,,,,,62157.47,98.5
20200229,BUD,DIV01,PG02,Raw_Materials,MAT06,Minerals,,,1701906.28,100.0
20200229,BUD,DIV01,PG02,Direct_Labor,,,,,680762.51,100.0
20200229,BUD,DIV01,PG02,Manufacturing_Overhead,MAT07,Resins,,,464156.26,100.0
20200229,BUD,DIV01,PG02,Freight,,,,,185662.5,100.0
20200229,BUD,DIV01,PG02,Inventory_Writedown,,,,,61887.5,100.0
20200229,ACT,DIV01,PG03,Raw_Materials,MAT02,Polymers,27713.4,67.85,1880350.91,101.2
20200229,ACT,DIV01,PG03,Direct_Labor,,,39571.7,18.52,732868.19,101.2
20200229,ACT,DIV01,PG03,Manufacturing_Overhead,MAT09,Adhesives,,,502463.79,101.2
20200229,ACT,DIV01,PG03,Freight,,,,,201551.69,101.2
20200229,ACT,DIV01,PG03,Inventory_Writedown,,,,,65980.93,101.2
20200229,BUD,DIV01,PG03,Raw_Materials,MAT02,Polymers,,,1735534.68,100.0
20200229,BUD,DIV01,PG03,Direct_Labor,,,,,694213.87,100.0
20200229,BUD,DIV01,PG03,Manufacturing_Overhead,MAT09,Adhesives,,,473327.64,100.0
20200229,BUD,DIV01,PG03,Freight,,,,,189331.06,100.0
20200229,BUD,DIV01,PG03,Inventory_Writedown,,,,,63110.35,100.0
20200229,ACT,DIV02,PG04,Raw_Materials,MAT03,Plastics,16919.5,64.89,1097905.22,101.1
20200229,ACT,DIV02,PG04,Direct_Labor,,,17526.8,24.47,428880.48,101.1
20200229,ACT,DIV02,PG04,Manufacturing_Overhead,,,,,293119.22,101.1
20200229,ACT,DIV02,PG04,Freight,,,,,118389.54,101.1
20200229,ACT,DIV02,PG04,Inventory_Writedown,,,,,38734.23,101.1
20200229,BUD,DIV02,PG04,Raw_Materials,MAT03,Plastics,,,1036652.28,100.0
20200229,BUD,DIV02,PG04,Direct_Labor,,,,,414660.91,100.0
20200229,BUD,DIV02,PG04,Manufacturing_Overhead,,,,,282723.35,100.0
20200229,BUD,DIV02,PG04,Freight,,,,,113089.34,100.0
20200229,BUD,DIV02,PG04,Inventory_Writedown,,,,,37696.45,100.0
20200229,ACT,DIV02,PG05,Raw_Materials,MAT12,Filters,26686.1,39.01,1041026.41,99.4
20200229,ACT,DIV02,PG05,Direct_Labor,,,18364.0,22.72,417229.67,99.4
20200229,ACT,DIV02,PG05,Manufacturing_Overhead,MAT10,Elastomers,,,283878.83,99.4
20200229,ACT,DIV02,PG05,Freight,,,,,114635.82,99.4
20200229,ACT,DIV02,PG05,Inventory_Writedown,,,,,37350.08,99.4
20200229,BUD,DIV02,PG05,Raw_Materials,MAT12,Filters,,,1018214.56,100.0
20200229,BUD,DIV02,PG05,Direct_Labor,,,,,407285.82,100.0
20200229,BUD,DIV02,PG05,Manufacturing_Overhead,MAT10,Elastomers,,,277694.88,100.0
20200229,BUD,DIV02,PG05,Freight,,,,,111077.95,100.0
20200229,BUD,DIV02,PG05,Inventory_Writedown,,,,,37025.98,100.0
20200229,ACT,DIV02,PG06,Raw_Materials,MAT13,Foam,26237.5,36.92,968686.85,100.0
20200229,ACT,DIV02,PG06,Direct_Labor,,,11250.6,35.06,394445.25,100.0
20200229,ACT,DIV02,PG06,Manufacturing_Overhead,MAT04,Electronics,,,264113.41,100.0
20200229,ACT,DIV02,PG06,Freight,,,,,106791.48,100.0
20200229,ACT,DIV02,PG06,Inventory_Writedown,,,,,36208.21,100.0
20200229,BUD,DIV02,PG06,Raw_Materials,MAT13,Foam,,,992658.54,100.0
20200229,BUD,DIV02,PG06,Direct_Labor,,,,,397063.42,100.0
20200229,BUD,DIV02,PG06,Manufacturing_Overhead,MAT04,Electronics,,,270725.06,100.0
20200229,BUD,DIV02,PG06,Freight,,,,,108290.02,100.0
20200229,BUD,DIV02,PG06,Inventory_Writedown,,,,,36096.67,100.0
20200229,ACT,DIV03,PG07,Raw_Materials,MAT04,Electronics,33327.4,32.26,1075140.57,99.8
20200229,ACT,DIV03,PG07,Direct_Labor,,,35066.2,12.38,434119.63,99.8
20200229,ACT,DIV03,PG07,Manufacturing_Overhead,MAT05,Metals,,,300027.82,99.8
20200229,ACT,DIV03,PG07,Freight,,,,,121485.13,99.8
20200229,ACT,DIV03,PG07,Inventory_Writedown,,,,,39897.26,99.8
20200229,BUD,DIV03,PG07,Raw_Materials,MAT04,Electronics,,,1080634.54,100.0
20200229,BUD,DIV03,PG07,Direct_Labor,,,,,432253.81,100.0
20200229,BUD,DIV03,PG07,Manufacturing_Overhead,MAT05,Metals,,,294718.51,100.0
20200229,BUD,DIV03,PG07,Freight,,,,,117887.4,100.0
20200229,BUD,DIV03,PG07,Inventory_Writedown,,,,,39295.8,100.0
20200229,ACT,DIV03,PG08,Raw_Materials,MAT01,Copper,20326.4,56.55,1149458.65,102.0
20200229,ACT,DIV03,PG08,Direct_Labor,,,7489.6,62.11,465181.08,102.0
20200229,ACT,DIV03,PG08,Manufacturing_Overhead,MAT03,Plastics,,,309199.17,102.0
20200229,ACT,DIV03,PG08,Freight,,,,,124139.14,102.0
20200229,ACT,DIV03,PG08,Inventory_Writedown,,,,,40860.93,102.0
20200229,BUD,DIV03,PG08,Raw_Materials,MAT01,Copper,,,1129531.25,100.0
20200229,BUD,DIV03,PG08,Direct_Labor,,,,,451812.5,100.0
20200229,BUD,DIV03,PG08,Manufacturing_Overhead,MAT03,Plastics,,,308053.98,100.0
20200229,BUD,DIV03,PG08,Freight,,,,,123221.59,100.0
20200229,BUD,DIV03,PG08,Inventory_Writedown,,,,,41073.86,100.0
20200229,ACT,DIV03,PG09,Raw_Materials,MAT02,Polymers,53130.4,20.36,1081735.14,99.6
20200229,ACT,DIV03,PG09,Direct_Labor,,,15760.7,27.26,429637.56,99.6
20200229,ACT,DIV03,PG09,Manufacturing_Overhead,MAT11,Chemicals,,,298404.64,99.6
20200229,ACT,DIV03,PG09,Freight,,,,,116478.03,99.6
20200229,ACT,DIV03,PG09,Inventory_Writedown,,,,,39435.08,99.6
20200229,BUD,DIV03,PG09,Raw_Materials,MAT02,Polymers,,,1090200.1,100.0
20200229,BUD,DIV03,PG09,Direct_Labor,,,,,436080.04,100.0
20200229,BUD,DIV03,PG09,Manufacturing_Overhead,MAT11,Chemicals,,,297327.3,100.0
20200229,BUD,DIV03,PG09,Freight,,,,,118930.92,100.0
20200229,BUD,DIV03,PG09,Inventory_Writedown,,,,,39643.64,100.0
20200331,ACT,DIV01,PG01,Raw_Materials,MAT02,Polymers,39593.2,33.09,1310139.21,98.7
20200331,ACT,DIV01,PG01,Direct_Labor,,,23763.7,22.01,523038.98,98.7
20200331,ACT,DIV01,PG01,Manufacturing_Overhead,MAT08,Solvents,,,361010.48,98.7
20200331,ACT,DIV01,PG01,Freight,,,,,146644.3,98.7
20200331,ACT,DIV01,PG01,Inventory_Writedown,,,,,48395.83,98.7
20200331,BUD,DIV01,PG01,Raw_Materials,MAT02,Polymers,,,1244836.17,100.0
20200331,BUD,DIV01,PG01,Direct_Labor,,,,,497934.47,100.0
20200331,BUD,DIV01,PG01,Manufacturing_Overhead,MAT08,Solvents,,,339500.77,100.0
20200331,BUD,DIV01,PG01,Freight,,,,,135800.31,100.0
20200331,BUD,DIV01,PG01,Inventory_Writedown,,,,,45266.77,100.0
20200331,ACT,DIV01,PG02,Raw_Materials,MAT06,Minerals,49975.9,23.77,1187927.51,96.7
20200331,ACT,DIV01,PG02,Direct_Labor,,,10949.7,45.4,497116.2,96.7
20200331,ACT,DIV01,PG02,Manufacturing_Overhead,MAT07,Resins,,,342387.63,96.7
20200331,ACT,DIV01,PG02,Freight,,,,,137106.83,96.7
20200331,ACT,DIV01,PG02,Inventory_Writedown,,,,,46265.5,96.7
20200331,BUD,DIV01,PG02,Raw_Materials,MAT06,Minerals,,,1227671.08,100.0
20200331,BUD,DIV01,PG02,Direct_Labor,,,,,491068.43,100.0
20200331,BUD,DIV01,PG02,Manufacturing_Overhead,MAT07,Resins,,,334819.39,100.0
20200331,BUD,DIV01,PG02,Freight,,,,,133927.75,100.0
20200331,BUD,DIV01,PG02,Inventory_Writedown,,,,,44642.58,100.0
20200331,ACT,DIV01,PG03,Raw_Materials,MAT02,Polymers,78216.0,22.35,1748126.55,96.9
20200331,ACT,DIV01,PG03,Direct_Labor,,,15354.8,45.6,700180.04,96.9
20200331,ACT,DIV01,PG03,Manufacturing_Overhead,MAT09,Adhesives,,,486311.78,96.9
20200331,ACT,DIV01,PG03,Freight,,,,,195435.04,96.9
20200331,ACT,DIV01,PG03,Inventory_Writedown,,,,,65241.93,96.9
20200331,BUD,DIV01,PG03,Raw_Materials,MAT02,Polymers,,,1666134.39,100.0
20200331,BUD,DIV01,PG03,Direct_Labor,,,,,666453.76,100.0
20200331,BUD,DIV01,PG03,Manufacturing_Overhead,MAT09,Adhesives,,,454400.29,100.0
20200331,BUD,DIV01,PG03,Freight,,,,,181760.12,100.0
20200331,BUD,DIV01,PG03,Inventory_Writedown,,,,,60586.71,100.0
20200331,ACT,DIV02,PG04,Raw_Materials,MAT03,Plastics,27303.5,48.25,1317394.08,96.9
20200331,ACT,DIV02,PG04,Direct_Labor,,,6952.5,76.41,531237.64,96.9
20200331,ACT,DIV02,PG04,Manufacturing_Overhead,,,,,370988.41,96.9
20200331,ACT,DIV02,PG04,Freight,,,,,147969.67,96.9
20200331,ACT,DIV02,PG04,Inventory_Writedown,,,,,49794.98,96.9
20200331,BUD,DIV02,PG04,Raw_Materials,MAT03,Plastics,,,1213289.11,100.0
20200331,BUD,DIV02,PG04,Direct_Labor,,,,,485315.65,100.0
20200331,BUD,DIV02,PG04,Manufacturing_Overhead,,,,,330897.03,100.0
20200331,BUD,DIV02,PG04,Freight,,,,,132358.81,100.0
20200331,BUD,DIV02,PG04,Inventory_Writedown,,,,,44119.6,100.0
20200331,ACT,DIV02,PG05,Raw_Materials,MAT12,Filters,43737.5,29.74,1300754.09,105.6
20200331,ACT,DIV02,PG05,Direct_Labor,,,50460.7,9.83,496028.43,105.6
20200331,ACT,DIV02,PG05,Manufacturing_Overhead,MAT10,Elastomers,,,347568.83,105.6
20200331,ACT,DIV02,PG05,Freight,,,,,134332.9,105.6
20200331,ACT,DIV02,PG05,Inventory_Writedown,,,,,46041.53,105.6
20200331,BUD,DIV02,PG05,Raw_Materials,MAT12,Filters,,,1196028.1,100.0
20200331,BUD,DIV02,PG05,Direct_Labor,,,,,478411.24,100.0
20200331,BUD,DIV02,PG05,Manufacturing_Overhead,MAT10,Elastomers,,,326189.48,100.0
20200331,BUD,DIV02,PG05,Freight,,,,,130475.79,100.0
20200331,BUD,DIV02,PG05,Inventory_Writedown,,,,,43491.93,100.0
20200331,ACT,DIV02,PG06,Raw_Materials,MAT13,Foam,63067.5,14.62,922046.31,98.3
20200331,ACT,DIV02,PG06,Direct_Labor,,,9045.2,40.99,370764.21,98.3
20200331,ACT,DIV02,PG06,Manufacturing_Overhead,MAT04,Electronics,,,256502.26,98.3
20200331,ACT,DIV02,PG06,Freight,,,,,100557.91,98.3
20200331,ACT,DIV02,PG06,Inventory_Writedown,,,,,34224.74,98.3
20200331,BUD,DIV02,PG06,Raw_Materials,MAT13,Foam,,,905449.89,100.0
20200331,BUD,DIV02,PG06,Direct_Labor,,,,,362179.95,100.0
20200331,BUD,DIV02,PG06,Manufacturing_Overhead,MAT04,Electronics,,,246940.88,100.0
20200331,BUD,DIV02,PG06,Freight,,,,,98776.35,100.0
20200331,BUD,DIV02,PG06,Inventory_Writedown,,,,,32925.45,100.0
20200331,ACT,DIV03,PG07,Raw_Materials,MAT04,Electronics,102554.3,9.01,924013.85,108.3
20200331,ACT,DIV03,PG07,Direct_Labor,,,11532.6,30.1,347130.4,108.3
20200331,ACT,DIV03,PG07,Manufacturing_Overhead,MAT05,Metals,,,233136.41,108.3
20200331,ACT,DIV03,PG07,Freight,,,,,93869.91,108.3
20200331,ACT,DIV03,PG07,Inventory_Writedown,,,,,31510.8,108.3
20200331,BUD,DIV03,PG07,Raw_Materials,MAT04,Electronics,,,794874.36,100.0
20200331,BUD,DIV03,PG07,Direct_Labor,,,,,317949.75,100.0
20200331,BUD,DIV03,PG07,Manufacturing_Overhead,MAT05,Metals,,,216783.92,100.0
20200331,BUD,DIV03,PG07,Freight,,,,,86713.57,100.0
20200331,BUD,DIV03,PG07,Inventory_Writedown,,,,,28904.52,100.0
20200331,ACT,DIV03,PG08,Raw_Materials,MAT01,Copper,34080.4,26.36,898360.55,102.6
20200331,ACT,DIV03,PG08,Direct_Labor,,,6795.9,51.82,352162.41,102.6
20200331,ACT,DIV03,PG08,Manufacturing_Overhead,MAT03,Plastics,,,234781.4,102.6
20200331,ACT,DIV03,PG08,Freight,,,,,94311.62,102.6
20200331,ACT,DIV03,PG08,Inventory_Writedown,,,,,32338.49,102.6
20200331,BUD,DIV03,PG08,Raw_Materials,MAT01,Copper,,,790559.53,100.0
20200331,BUD,DIV03,PG08,Direct_Labor,,,,,316223.81,100.0
20200331,BUD,DIV03,PG08,Manufacturing_Overhead,MAT03,Plastics,,,215607.14,100.0
20200331,BUD,DIV03,PG08,Freight,,,,,86242.86,100.0
20200331,BUD,DIV03,PG08,Inventory_Writedown,,,,,28747.62,100.0
20200331,ACT,DIV03,PG09,Raw_Materials,MAT02,Polymers,16185.9,64.29,1040588.49,96.5
20200331,ACT,DIV03,PG09,Direct_Labor,,,13678.7,31.7,433614.73,96.5
20200331,ACT,DIV03,PG09,Manufacturing_Overhead,MAT11,Chemicals,,,292745.65,96.5
20200331,ACT,DIV03,PG09,Freight,,,,,116240.47,96.5
20200331,ACT,DIV03,PG09,Inventory_Writedown,,,,,38718.43,96.5
20200331,BUD,DIV03,PG09,Raw_Materials,MAT02,Polymers,,,991151.58,100.0
20200331,BUD,DIV03,PG09,Direct_Labor,,,,,396460.63,100.0
20200331,BUD,DIV03,PG09,Manufacturing_Overhead,MAT11,Chemicals,,,270314.07,100.0
20200331,BUD,DIV03,PG09,Freight,,,,,108125.63,100.0
20200331,BUD,DIV03,PG09,Inventory_Writedown,,,,,36041.88,100.0
20200430,ACT,DIV01,PG01,Raw_Materials,MAT02,Polymers,31070.3,41.94,1303088.03,99.8
20200430,ACT,DIV01,PG01,Direct_Labor,,,9342.5,56.35,526451.99,99.8
20200430,ACT,DIV01,PG01,Manufacturing_Overhead,MAT08,Solvents,,,363596.71,99.8
20200430,ACT,DIV01,PG01,Freight,,,,,144004.71,99.8
20200430,ACT,DIV01,PG01,Inventory_Writedown,,,,,47429.92,99.8
20200430,BUD,DIV01,PG01,Raw_Materials,MAT02,Polymers,,,1181518.53,100.0
20200430,BUD,DIV01,PG01,Direct_Labor,,,,,472607.41,100.0
20200430,BUD,DIV01,PG01,Manufacturing_Overhead,MAT08,Solvents,,,322232.33,100.0
20200430,BUD,DIV01,PG01,Freight,,,,,128892.93,100.0
20200430,BUD,DIV01,PG01,Inventory_Writedown,,,,,42964.31,100.0
20200430,ACT,DIV01,PG02,Raw_Materials,MAT06,Minerals,23171.9,49.73,1152336.57,97.0
20200430,ACT,DIV01,PG02,Direct_Labor,,,15153.2,32.49,492327.39,97.0
20200430,ACT,DIV01,PG02,Manufacturing_Overhead,MAT07,Resins,,,327395.9,97.0
20200430,ACT,DIV01,PG02,Freight,,,,,133411.69,97.0
20200430,ACT,DIV01,PG02,Inventory_Writedown,,,,,44342.11,97.0
20200430,BUD,DIV01,PG02,Raw_Materials,MAT06,Minerals,,,1176373.23,100.0
20200430,BUD,DIV01,PG02,Direct_Labor,,,,,470549.29,100.0
20200430,BUD,DIV01,PG02,Manufacturing_Overhead,MAT07,Resins,,,320829.06,100.0
20200430,BUD,DIV01,PG02,Freight,,,,,128331.63,100.0
20200430,BUD,DIV01,PG02,Inventory_Writedown,,,,,42777.21,100.0
20200430,ACT,DIV01,PG03,Raw_Materials,MAT02,Polymers,77990.0,21.34,1664305.66,96.4
20200430,ACT,DIV01,PG03,Direct_Labor,,,16243.9,43.03,698973.34,96.4
20200430,ACT,DIV01,PG03,Manufacturing_Overhead,MAT09,Adhesives,,,461098.64,96.4
20200430,ACT,DIV01,PG03,Freight,,,,,190068.95,96.4
20200430,ACT,DIV01,PG03,Inventory_Writedown,,,,,61786.31,96.4
20200430,BUD,DIV01,PG03,Raw_Materials,MAT02,Polymers,,,1644567.29,100.0
20200430,BUD,DIV01,PG03,Direct_Labor,,,,,657826.92,100.0
20200430,BUD,DIV01,PG03,Manufacturing_Overhead,MAT09,Adhesives,,,448518.35,100.0
20200430,BUD,DIV01,PG03,Freight,,,,,179407.34,100.0
20200430,BUD,DIV01,PG03,Inventory_Writedown,,,,,59802.45,100.0
20200430,ACT,DIV02,PG04,Raw_Materials,MAT03,Plastics,140748.2,9.02,1269548.8,98.8
20200430,ACT,DIV02,PG04,Direct_Labor,,,6661.0,76.08,506766.45,98.8
20200430,ACT,DIV02,PG04,Manufacturing_Overhead,,,,,347831.98,98.8
20200430,ACT,DIV02,PG04,Freight,,,,,135908.87,98.8
20200430,ACT,DIV02,PG04,Inventory_Writedown,,,,,45474.78,98.8
20200430,BUD,DIV02,PG04,Raw_Materials,MAT03,Plastics,,,1204786.35,100.0
20200430,BUD,DIV02,PG04,Direct_Labor,,,,,481914.54,100.0
20200430,BUD,DIV02,PG04,Manufacturing_Overhead,,,,,328578.09,100.0
20200430,BUD,DIV02,PG04,Freight,,,,,131431.24,100.0
20200430,BUD,DIV02,PG04,Inventory_Writedown,,,,,43810.41,100.0
20200430,ACT,DIV02,PG05,Raw_Materials,MAT12,Filters,66075.3,19.14,1264682.19,105.0
20200430,ACT,DIV02,PG05,Direct_Labor,,,27149.7,17.88,485436.84,105.0
20200430,ACT,DIV02,PG05,Manufacturing_Overhead,MAT10,Elastomers,,,327112.38,105.0
20200430,ACT,DIV02,PG05,Freight,,,,,133018.56,105.0
20200430,ACT,DIV02,PG05,Inventory_Writedown,,,,,44144.26,105.0
20200430,BUD,DIV02,PG05,Raw_Materials,MAT12,Filters,,,1134952.08,100.0
20200430,BUD,DIV02,PG05,Direct_Labor,,,,,453980.83,100.0
20200430,BUD,DIV02,PG05,Manufacturing_Overhead,MAT10,Elastomers,,,309532.38,100.0
20200430,BUD,DIV02,PG05,Freight,,,,,123812.95,100.0
20200430,BUD,DIV02,PG05,Inventory_Writedown,,,,,41270.98,100.0
20200430,ACT,DIV02,PG06,Raw_Materials,MAT13,Foam,17412.7,51.04,888744.84,96.5
